user_id,recipe_id,load_more,recipe_order,choice_num,condition,submitted_at,query_term,choice_sat_q1,choice_sat_q2,choice_sat_q3,choice_sat_q4,choice_sat_q5,choice_sat_q6,choice_sat_q7,variant
657020049480,http://allrecipes.com/recipe/chicken-breasts-with-herb-basting-sauce/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/easy-chicken-rice-casserole/detail.aspx"",""1"":""http://allrecipes.com/recipe/scrumptious-chicken-vegetable-stew/detail.aspx"",""2"":""http://allrecipes.com/recipe/incredibly-easy-chicken-and-noodles/detail.aspx"",""3"":""http://allrecipes.com/recipe/baked-lemon-chicken-with-mushroom-sauce/detail.aspx"",""4"":""http://allrecipes.com/recipe/buffalo-chicken-burgers-with-blue-cheese-dressing/detail.aspx"",""5"":""http://allrecipes.com/recipe/oven-fried-chicken-iv/detail.aspx"",""6"":""http://allrecipes.com/recipe/chicken-breasts-with-herb-basting-sauce/detail.aspx"",""7"":""http://allrecipes.com/recipe/thai-red-chicken-curry/detail.aspx"",""8"":""http://allrecipes.com/recipe/chinese-chicken-salad/detail.aspx"",""9"":""http://allrecipes.com/recipe/hawaiian-chicken-salad/detail.aspx"",""10"":""http://allrecipes.com/recipe/restaurant-style-chicken-nachos/detail.aspx"",""11"":""http://allrecipes.com/recipe/amazing-italian-lemon-butter-chicken/detail.aspx"",""12"":""http://allrecipes.com/recipe/general-tsaos-chicken/detail.aspx"",""13"":""http://allrecipes.com/recipe/cheddar-baked-chicken/detail.aspx"",""14"":""http://allrecipes.com/recipe/easy-honey-mustard-mozzarella-chicken/detail.aspx"",""15"":""http://allrecipes.com/recipe/best-baked-chicken/detail.aspx"",""16"":""http://allrecipes.com/recipe/famous-butter-chicken/detail.aspx"",""17"":""http://allrecipes.com/recipe/amys-garlic-egg-chicken/detail.aspx"",""18"":""http://allrecipes.com/recipe/easy-garlic-broiled-chicken/detail.aspx"",""19"":""http://allrecipes.com/recipe/chicken-tikka-masala/detail.aspx""}",1,2,2021-03-13T15:08:24.692Z,Pasta,1,1,0,-1,0,1,0,1
210754202664,http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx"",""1"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""2"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""3"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""5"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""6"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""7"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""8"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""9"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""10"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""12"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""15"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""17"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""18"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx""}",3,2,2021-03-13T15:08:31.289Z,Pasta,1,-1,1,2,1,0,0,3
1321110173398,http://allrecipes.com/recipe/thai-red-chicken-curry/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/scrumptious-chicken-vegetable-stew/detail.aspx"",""1"":""http://allrecipes.com/recipe/cheddar-baked-chicken/detail.aspx"",""2"":""http://allrecipes.com/recipe/restaurant-style-chicken-nachos/detail.aspx"",""3"":""http://allrecipes.com/recipe/chinese-chicken-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/famous-butter-chicken/detail.aspx"",""5"":""http://allrecipes.com/recipe/buffalo-chicken-burgers-with-blue-cheese-dressing/detail.aspx"",""6"":""http://allrecipes.com/recipe/amys-garlic-egg-chicken/detail.aspx"",""7"":""http://allrecipes.com/recipe/easy-garlic-broiled-chicken/detail.aspx"",""8"":""http://allrecipes.com/recipe/best-baked-chicken/detail.aspx"",""9"":""http://allrecipes.com/recipe/chicken-breasts-with-herb-basting-sauce/detail.aspx"",""10"":""http://allrecipes.com/recipe/chicken-tikka-masala/detail.aspx"",""11"":""http://allrecipes.com/recipe/easy-honey-mustard-mozzarella-chicken/detail.aspx"",""12"":""http://allrecipes.com/recipe/incredibly-easy-chicken-and-noodles/detail.aspx"",""13"":""http://allrecipes.com/recipe/hawaiian-chicken-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/amazing-italian-lemon-butter-chicken/detail.aspx"",""15"":""http://allrecipes.com/recipe/baked-lemon-chicken-with-mushroom-sauce/detail.aspx"",""16"":""http://allrecipes.com/recipe/general-tsaos-chicken/detail.aspx"",""17"":""http://allrecipes.com/recipe/oven-fried-chicken-iv/detail.aspx"",""18"":""http://allrecipes.com/recipe/thai-red-chicken-curry/detail.aspx"",""19"":""http://allrecipes.com/recipe/easy-chicken-rice-casserole/detail.aspx""}",2,2,2021-03-13T15:08:30.877Z,Pasta,1,0,1,1,1,-1,4,2
1234303971059,http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""1"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""2"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""3"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx"",""5"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""6"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""7"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""8"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""9"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""10"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""12"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx"",""15"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""17"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""18"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx""}",2,2,2021-03-13T15:08:42.537Z,Chicken,1,0,1,1,1,-1,4,2
1214394028326,http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""1"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""2"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""3"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx"",""5"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""6"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""7"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""8"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""9"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""10"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""12"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx"",""15"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""17"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""18"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx""}",3,2,2021-03-13T15:08:30.223Z,Salad,1,-1,1,2,2,-1,0,3
1055139248224,http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""1"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""2"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""3"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx"",""4"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""5"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx"",""6"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""7"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""8"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""9"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""10"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""11"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""12"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""13"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""14"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""17"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""18"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""19"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx""}",2,2,2021-03-13T15:09:05.805Z,Chicken,1,1,0,1,-1,-2,4,2
572901821852,http://allrecipes.com/recipe/easy-honey-mustard-mozzarella-chicken/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/scrumptious-chicken-vegetable-stew/detail.aspx"",""1"":""http://allrecipes.com/recipe/cheddar-baked-chicken/detail.aspx"",""2"":""http://allrecipes.com/recipe/restaurant-style-chicken-nachos/detail.aspx"",""3"":""http://allrecipes.com/recipe/chinese-chicken-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/famous-butter-chicken/detail.aspx"",""5"":""http://allrecipes.com/recipe/buffalo-chicken-burgers-with-blue-cheese-dressing/detail.aspx"",""6"":""http://allrecipes.com/recipe/amys-garlic-egg-chicken/detail.aspx"",""7"":""http://allrecipes.com/recipe/easy-garlic-broiled-chicken/detail.aspx"",""8"":""http://allrecipes.com/recipe/best-baked-chicken/detail.aspx"",""9"":""http://allrecipes.com/recipe/chicken-breasts-with-herb-basting-sauce/detail.aspx"",""10"":""http://allrecipes.com/recipe/chicken-tikka-masala/detail.aspx"",""11"":""http://allrecipes.com/recipe/easy-honey-mustard-mozzarella-chicken/detail.aspx"",""12"":""http://allrecipes.com/recipe/incredibly-easy-chicken-and-noodles/detail.aspx"",""13"":""http://allrecipes.com/recipe/hawaiian-chicken-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/amazing-italian-lemon-butter-chicken/detail.aspx"",""15"":""http://allrecipes.com/recipe/baked-lemon-chicken-with-mushroom-sauce/detail.aspx"",""16"":""http://allrecipes.com/recipe/general-tsaos-chicken/detail.aspx"",""17"":""http://allrecipes.com/recipe/oven-fried-chicken-iv/detail.aspx"",""18"":""http://allrecipes.com/recipe/thai-red-chicken-curry/detail.aspx"",""19"":""http://allrecipes.com/recipe/easy-chicken-rice-casserole/detail.aspx""}",3,2,2021-03-13T15:09:00.535Z,Pasta,1,1,1,1,1,-2,0,3
1352898696235,http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx"",""1"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx"",""2"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""3"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""5"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""6"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""7"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""8"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""9"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""10"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""11"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""12"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""13"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""14"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""16"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""17"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""18"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""19"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx""}",3,2,2021-03-13T15:08:47.424Z,Chicken,2,-2,1,1,0,-2,0,3
1234303971059,http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx"",""1"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx"",""2"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""3"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""5"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""6"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""7"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""8"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""9"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""10"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""11"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""12"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""13"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""14"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""16"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""17"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""18"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""19"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx""}",3,2,2021-03-13T15:09:33.090Z,Salad,1,-1,1,1,0,-1,0,3
657020049480,http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx"",""1"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx"",""2"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""3"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""5"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""6"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""7"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""8"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""9"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""10"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""11"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""12"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""13"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""14"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""16"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""17"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""18"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""19"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx""}",2,2,2021-03-13T15:09:35.214Z,Salad,1,1,0,0,0,0,4,2
944206860946,http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx"",""1"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""2"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""3"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""4"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""5"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""6"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""7"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""8"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""9"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx"",""10"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""11"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""12"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""13"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""14"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""16"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""17"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""18"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""19"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx""}",3,2,2021-03-13T15:09:36.560Z,Chicken,1,1,2,1,-1,-2,0,3
1321110173398,http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/greek-pasta-salad-2/detail.aspx"",""1"":""http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx"",""2"":""http://allrecipes.com/recipe/mizithra-browned-butter-pasta/detail.aspx"",""3"":""http://allrecipes.com/recipe/angel-hair-pasta-chicken/detail.aspx"",""4"":""http://allrecipes.com/recipe/pasta-melanzana/detail.aspx"",""5"":""http://allrecipes.com/recipe/teenas-spicy-pesto-chicken-and-pasta/detail.aspx"",""6"":""http://allrecipes.com/recipe/spinach-pasta-salad/detail.aspx"",""7"":""http://allrecipes.com/recipe/angels-pasta/detail.aspx"",""8"":""http://allrecipes.com/recipe/pasta-con-broccoli/detail.aspx"",""9"":""http://allrecipes.com/recipe/tomato-and-garlic-pasta/detail.aspx"",""10"":""http://allrecipes.com/recipe/asiago-sun-dried-tomato-pasta/detail.aspx"",""11"":""http://allrecipes.com/recipe/onion-pasta/detail.aspx"",""12"":""http://allrecipes.com/recipe/greek-pasta-salad-i/detail.aspx"",""13"":""http://allrecipes.com/recipe/tomato-basil-pasta/detail.aspx"",""14"":""http://allrecipes.com/recipe/cheesy-sausage-pasta/detail.aspx"",""15"":""http://allrecipes.com/recipe/champagne-shrimp-and-pasta/detail.aspx"",""16"":""http://allrecipes.com/recipe/lemon-pepper-pasta/detail.aspx"",""17"":""http://allrecipes.com/recipe/pizza-pasta/detail.aspx"",""18"":""http://allrecipes.com/recipe/rich-pasta-for-the-poor-kitchen/detail.aspx"",""19"":""http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx""}",3,2,2021-03-13T15:09:51.692Z,Salad,1,-1,1,1,1,-1,0,3
613095240147,http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""1"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""2"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""3"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""4"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""5"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx"",""6"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""7"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx"",""8"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""9"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""10"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""12"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""14"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""15"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""17"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""18"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx""}",3,2,2021-03-13T15:09:51.149Z,Chicken,1,1,2,2,-1,-2,0,3
657020049480,http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""1"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""2"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""3"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""4"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx"",""5"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""6"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""7"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""8"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""9"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""10"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""12"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""14"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""15"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx"",""16"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx"",""17"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""18"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx""}",3,2,2021-03-13T15:10:04.601Z,Chicken,1,-2,0,0,2,-1,0,3
700680039291,http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx,"","{""0"":""http://allrecipes.com/recipe/chickpea-and-quinoa-salad-with-lemon-and-tahini/detail.aspx"",""1"":""http://allrecipes.com/recipe/fruit-salad-in-seconds/detail.aspx"",""2"":""http://allrecipes.com/recipe/caribbean-sweet-potato-salad/detail.aspx "",""3"":""http://allrecipes.com/recipe/amazing-brown-rice-salad/detail.aspx"",""4"":""http://allrecipes.com/recipe/pasta-chickpea-salad/detail.aspx"",""5"":""http://allrecipes.com/recipe/egg-salad-i/detail.aspx"",""6"":""http://allrecipes.com/recipe/asparagus-feta-and-couscous-salad/detail.aspx"",""7"":""http://allrecipes.com/recipe/mandarin-almond-salad/detail.aspx"",""8"":""http://allrecipes.com/recipe/shrimply-delicious-shrimp-salad/detail.aspx"",""9"":""http://allrecipes.com/recipe/broccoli-and-ramen-noodle-salad/detail.aspx"",""10"":""http://allrecipes.com/recipe/panzanella-salad/detail.aspx"",""11"":""http://allrecipes.com/recipe/beet-salad-with-goat-cheese/detail.aspx"",""12"":""http://allrecipes.com/recipe/champagne-salad/detail.aspx"",""13"":""http://allrecipes.com/recipe/pineapple-pretzel-salad/detail.aspx"",""14"":""http://allrecipes.com/recipe/garden-pasta-salad/detail.aspx"",""15"":""http://allrecipes.com/recipe/watergate-salad/detail.aspx"",""16"":""http://allrecipes.com/recipe/strawberry-pretzel-salad-2/detail.aspx"",""17"":""http://allrecipes.com/recipe/seafood-pasta-salad/detail.aspx"",""18"":""http://allrecipes.com/recipe/balsamic-bleu-cheese-salad/detail.aspx"",""19"":""http://allrecipes.com/recipe/broccoli-salad-ii-2/detail.aspx""}",3,2,2021-03-13T15:10:13.115Z,Salad,1,1,0,1,-1,1,0,3
